,Sample,Baking temperature (Â°C),Baking time (hours),Resistive switching film,Bottom electrode material,Top electrode material,Reset voltage
1522,Sample_10,140.0,2.0,1,1,2,-0.4
1523,Sample_10,140.0,2.0,1,1,2,-0.36
1524,Sample_10,140.0,2.0,1,1,2,-0.54
1525,Sample_10,140.0,2.0,1,1,2,-1.08
1526,Sample_10,140.0,2.0,1,1,2,-1.08
1527,Sample_10,140.0,2.0,1,1,2,-1.84
1528,Sample_10,140.0,2.0,1,1,2,-1.28
1529,Sample_10,140.0,2.0,1,1,2,-1.04
1530,Sample_10,140.0,2.0,1,1,2,-1.34
1531,Sample_10,140.0,2.0,1,1,2,-1.32
1532,Sample_10,140.0,2.0,1,1,2,-1.66
1533,Sample_10,140.0,2.0,1,1,2,-1.72
1534,Sample_10,140.0,2.0,1,1,2,-1.48
1535,Sample_10,140.0,2.0,1,1,2,-1.86
1536,Sample_10,140.0,2.0,1,1,2,-2.32
1537,Sample_10,140.0,2.0,1,1,2,-1.02
1538,Sample_10,140.0,2.0,1,1,2,-0.9
1539,Sample_10,140.0,2.0,1,1,2,-0.78
1540,Sample_10,140.0,2.0,1,1,2,-2.5
1541,Sample_10,140.0,2.0,1,1,2,-1.32
1542,Sample_10,140.0,2.0,1,1,2,-1.12
1543,Sample_10,140.0,2.0,1,1,2,-1.26
1544,Sample_10,140.0,2.0,1,1,2,-1.74
1545,Sample_10,140.0,2.0,1,1,2,-2.12
1546,Sample_10,140.0,2.0,1,1,2,-1.28
1547,Sample_10,140.0,2.0,1,1,2,-1.58
1548,Sample_10,140.0,2.0,1,1,2,-1.68
1549,Sample_10,140.0,2.0,1,1,2,-1.44
1550,Sample_10,140.0,2.0,1,1,2,-1.18
1551,Sample_10,140.0,2.0,1,1,2,-0.84
1552,Sample_10,140.0,2.0,1,1,2,-2.54
1553,Sample_10,140.0,2.0,1,1,2,-2.28
1554,Sample_10,140.0,2.0,1,1,2,-1.38
1555,Sample_10,140.0,2.0,1,1,2,-1.46
1556,Sample_10,140.0,2.0,1,1,2,-0.74
1557,Sample_10,140.0,2.0,1,1,2,-0.58
1558,Sample_10,140.0,2.0,1,1,2,-1.24
1559,Sample_10,140.0,2.0,1,1,2,-1.34
1560,Sample_10,140.0,2.0,1,1,2,-1.54
1561,Sample_10,140.0,2.0,1,1,2,-1.74
1562,Sample_10,140.0,2.0,1,1,2,-0.7
1563,Sample_10,140.0,2.0,1,1,2,-1.74
1564,Sample_10,140.0,2.0,1,1,2,-1.38
1565,Sample_10,140.0,2.0,1,1,2,-0.88
1566,Sample_10,140.0,2.0,1,1,2,-1.42
1567,Sample_10,140.0,2.0,1,1,2,-1.58
1568,Sample_10,140.0,2.0,1,1,2,-1.26
1569,Sample_10,140.0,2.0,1,1,2,-1.5
1570,Sample_10,140.0,2.0,1,1,2,-1.84
1571,Sample_10,140.0,2.0,1,1,2,-2.12
1572,Sample_10,140.0,2.0,1,1,2,-1.6
1573,Sample_10,140.0,2.0,1,1,2,-1.52
1574,Sample_10,140.0,2.0,1,1,2,-1.24
1575,Sample_10,140.0,2.0,1,1,2,-1.82
1576,Sample_10,140.0,2.0,1,1,2,-1.04
1577,Sample_10,140.0,2.0,1,1,2,-1.16
1578,Sample_10,140.0,2.0,1,1,2,-1.4
1579,Sample_10,140.0,2.0,1,1,2,-0.94
1580,Sample_10,140.0,2.0,1,1,2,-0.28
1581,Sample_10,140.0,2.0,1,1,2,-1.24
1582,Sample_10,140.0,2.0,1,1,2,-2.28
1583,Sample_10,140.0,2.0,1,1,2,-1.98
1584,Sample_10,140.0,2.0,1,1,2,-2.22
1585,Sample_10,140.0,2.0,1,1,2,-1.5
1586,Sample_10,140.0,2.0,1,1,2,-1.72
1587,Sample_10,140.0,2.0,1,1,2,-1.26
1588,Sample_10,140.0,2.0,1,1,2,-2.46
1589,Sample_10,140.0,2.0,1,1,2,-1.5
1590,Sample_10,140.0,2.0,1,1,2,-1.84
1591,Sample_10,140.0,2.0,1,1,2,-1.94
1592,Sample_10,140.0,2.0,1,1,2,-1.88
1593,Sample_10,140.0,2.0,1,1,2,-1.62
1594,Sample_10,140.0,2.0,1,1,2,-1.12
1595,Sample_10,140.0,2.0,1,1,2,-1.32
1596,Sample_10,140.0,2.0,1,1,2,-1.84
1597,Sample_10,140.0,2.0,1,1,2,-1.08
1598,Sample_10,140.0,2.0,1,1,2,-1.12
1599,Sample_10,140.0,2.0,1,1,2,-1.66
1600,Sample_10,140.0,2.0,1,1,2,-1.78
1601,Sample_10,140.0,2.0,1,1,2,-2.06
1602,Sample_10,140.0,2.0,1,1,2,-1.5
1603,Sample_10,140.0,2.0,1,1,2,-1.52
1604,Sample_10,140.0,2.0,1,1,2,-1.04
1606,Sample_10,140.0,2.0,1,1,2,-2.38
1607,Sample_10,140.0,2.0,1,1,2,-2.64
1609,Sample_10,140.0,2.0,1,1,2,-1.7
1610,Sample_10,140.0,2.0,1,1,2,-1.7
1612,Sample_10,140.0,2.0,1,1,2,-3.1
1613,Sample_10,140.0,2.0,1,1,2,-2.18
1614,Sample_10,140.0,2.0,1,1,2,-1.7
1615,Sample_10,140.0,2.0,1,1,2,-1.58
1616,Sample_10,140.0,2.0,1,1,2,-2.82
1617,Sample_10,140.0,2.0,1,1,2,-0.82
1618,Sample_10,140.0,2.0,1,1,2,-2.14
1619,Sample_10,140.0,2.0,1,1,2,-1.45
1620,Sample_10,140.0,2.0,1,1,2,-1.16
1621,Sample_10,140.0,2.0,1,1,2,-1.0
1622,Sample_10,140.0,2.0,1,1,2,-2.18
1623,Sample_10,140.0,2.0,1,1,2,-1.82
1624,Sample_10,140.0,2.0,1,1,2,-1.78
1625,Sample_10,140.0,2.0,1,1,2,-2.92
1626,Sample_10,140.0,2.0,1,1,2,-0.96
1627,Sample_10,140.0,2.0,1,1,2,-1.88
1628,Sample_10,140.0,2.0,1,1,2,-1.32
1629,Sample_11,90.0,8.0,1,1,2,-1.44
1630,Sample_11,90.0,8.0,1,1,2,-3.9
1631,Sample_11,90.0,8.0,1,1,2,-1.16
1632,Sample_11,90.0,8.0,1,1,2,-1.3
1634,Sample_11,90.0,8.0,1,1,2,-2.0
1635,Sample_11,90.0,8.0,1,1,2,-3.92
1636,Sample_11,90.0,8.0,1,1,2,-2.48
1637,Sample_11,90.0,8.0,1,1,2,-3.74
1638,Sample_11,90.0,8.0,1,1,2,-2.28
1641,Sample_11,90.0,8.0,1,1,2,-3.26
1642,Sample_11,90.0,8.0,1,1,2,-2.3
1643,Sample_11,90.0,8.0,1,1,2,-2.36
1644,Sample_11,90.0,8.0,1,1,2,-1.7
1645,Sample_11,90.0,8.0,1,1,2,-1.52
1646,Sample_11,90.0,8.0,1,1,2,-0.62
1647,Sample_11,90.0,8.0,1,1,2,-1.52
1648,Sample_11,90.0,8.0,1,1,2,-1.54
1649,Sample_11,90.0,8.0,1,1,2,-1.92
1650,Sample_11,90.0,8.0,1,1,2,-2.58
1651,Sample_11,90.0,8.0,1,1,2,-1.38
1652,Sample_11,90.0,8.0,1,1,2,-2.38
1653,Sample_11,90.0,8.0,1,1,2,-1.34
1654,Sample_11,90.0,8.0,1,1,2,-1.96
1655,Sample_11,90.0,8.0,1,1,2,-0.54
1656,Sample_11,90.0,8.0,1,1,2,-1.74
1657,Sample_11,90.0,8.0,1,1,2,-1.38
1658,Sample_11,90.0,8.0,1,1,2,-1.66
1659,Sample_11,90.0,8.0,1,1,2,-1.72
1660,Sample_11,90.0,8.0,1,1,2,-2.52
1661,Sample_11,90.0,8.0,1,1,2,-3.48
1663,Sample_11,90.0,8.0,1,1,2,-2.1
1664,Sample_11,90.0,8.0,1,1,2,-1.0
1666,Sample_11,90.0,8.0,1,1,2,-1.26
1667,Sample_11,90.0,8.0,1,1,2,-1.56
1668,Sample_11,90.0,8.0,1,1,2,-3.42
1669,Sample_11,90.0,8.0,1,1,2,-3.24
1671,Sample_11,90.0,8.0,1,1,2,-3.04
1672,Sample_11,90.0,8.0,1,1,2,-2.22
1673,Sample_11,90.0,8.0,1,1,2,-2.54
1674,Sample_11,90.0,8.0,1,1,2,-2.24
1675,Sample_11,90.0,8.0,1,1,2,-1.94
1676,Sample_11,90.0,8.0,1,1,2,-2.58
1678,Sample_11,90.0,8.0,1,1,2,-1.14
1679,Sample_11,90.0,8.0,1,1,2,-1.84
1680,Sample_11,90.0,8.0,1,1,2,-1.8
1681,Sample_11,90.0,8.0,1,1,2,-2.04
1682,Sample_11,90.0,8.0,1,1,2,-1.84
1683,Sample_11,90.0,8.0,1,1,2,-2.04
1684,Sample_11,90.0,8.0,1,1,2,-3.02
1685,Sample_11,90.0,8.0,1,1,2,-1.92
1686,Sample_11,90.0,8.0,1,1,2,-1.54
1687,Sample_11,90.0,8.0,1,1,2,-1.48
1688,Sample_11,90.0,8.0,1,1,2,-1.58
1689,Sample_11,90.0,8.0,1,1,2,-1.44
1690,Sample_11,90.0,8.0,1,1,2,-1.82
1691,Sample_11,90.0,8.0,1,1,2,-1.54
1692,Sample_11,90.0,8.0,1,1,2,-0.52
1693,Sample_11,90.0,8.0,1,1,2,-2.1
1694,Sample_11,90.0,8.0,1,1,2,-2.6
1695,Sample_11,90.0,8.0,1,1,2,-2.88
1696,Sample_11,90.0,8.0,1,1,2,-3.26
1697,Sample_11,90.0,8.0,1,1,2,-0.86
1698,Sample_11,90.0,8.0,1,1,2,-1.62
1699,Sample_11,90.0,8.0,1,1,2,-1.42
1700,Sample_11,90.0,8.0,1,1,2,-2.0
1701,Sample_11,90.0,8.0,1,1,2,-1.38
1702,Sample_11,90.0,8.0,1,1,2,-2.74
1703,Sample_11,90.0,8.0,1,1,2,-2.94
1704,Sample_11,90.0,8.0,1,1,2,-1.1
1705,Sample_11,90.0,8.0,1,1,2,-2.8
1706,Sample_11,90.0,8.0,1,1,2,-3.9
1707,Sample_11,90.0,8.0,1,1,2,-2.16
1708,Sample_11,90.0,8.0,1,1,2,-1.54
1709,Sample_11,90.0,8.0,1,1,2,-1.0
1710,Sample_11,90.0,8.0,1,1,2,-1.84
1711,Sample_11,90.0,8.0,1,1,2,-2.0
1712,Sample_11,90.0,8.0,1,1,2,-2.7
1713,Sample_11,90.0,8.0,1,1,2,-2.34
1714,Sample_11,90.0,8.0,1,1,2,-1.74
1715,Sample_11,90.0,8.0,1,1,2,-2.06
1716,Sample_11,90.0,8.0,1,1,2,-1.94
1717,Sample_11,90.0,8.0,1,1,2,-0.46
1718,Sample_11,90.0,8.0,1,1,2,-0.48
1719,Sample_11,90.0,8.0,1,1,2,-2.0
1720,Sample_11,90.0,8.0,1,1,2,-1.66
1721,Sample_11,90.0,8.0,1,1,2,-2.0
1722,Sample_11,90.0,8.0,1,1,2,-1.76
1723,Sample_11,90.0,8.0,1,1,2,-1.72
1724,Sample_11,90.0,8.0,1,1,2,-1.76
1725,Sample_11,90.0,8.0,1,1,2,-1.54
1726,Sample_11,90.0,8.0,1,1,2,-1.48
1727,Sample_11,90.0,8.0,1,1,2,-1.36
1728,Sample_11,90.0,8.0,1,1,2,-1.86
1729,Sample_11,90.0,8.0,1,1,2,-1.64
1730,Sample_11,90.0,8.0,1,1,2,-0.4
1731,Sample_11,90.0,8.0,1,1,2,-1.96
1732,Sample_11,90.0,8.0,1,1,2,-1.5
1733,Sample_11,90.0,8.0,1,1,2,-1.78
1734,Sample_11,90.0,8.0,1,1,2,-1.74
1735,Sample_11,90.0,8.0,1,1,2,-1.78
1736,Sample_11,90.0,8.0,1,1,2,-2.36
1737,Sample_11,90.0,8.0,1,1,2,-1.72
1738,Sample_11,90.0,8.0,1,1,2,-1.22
1739,Sample_11,90.0,8.0,1,1,2,-1.44
1740,Sample_11,90.0,8.0,1,1,2,-1.16
1741,Sample_11,90.0,8.0,1,1,2,-1.44
1742,Sample_11,90.0,8.0,1,1,2,-1.88
1743,Sample_11,90.0,8.0,1,1,2,-3.18
1744,Sample_11,90.0,8.0,1,1,2,-2.46
1745,Sample_11,90.0,8.0,1,1,2,-1.58
1746,Sample_11,90.0,8.0,1,1,2,-2.02
1747,Sample_11,90.0,8.0,1,1,2,-2.08
1748,Sample_11,90.0,8.0,1,1,2,-2.18
1749,Sample_11,90.0,8.0,1,1,2,-2.28
1750,Sample_11,90.0,8.0,1,1,2,-1.66
1751,Sample_11,90.0,8.0,1,1,2,-1.38
1752,Sample_11,90.0,8.0,1,1,2,-1.82
1753,Sample_11,90.0,8.0,1,1,2,-2.04
1754,Sample_11,90.0,8.0,1,1,2,-2.42
1755,Sample_11,90.0,8.0,1,1,2,-2.8
1756,Sample_11,90.0,8.0,1,1,2,-2.02
1757,Sample_11,90.0,8.0,1,1,2,-1.2
1758,Sample_11,90.0,8.0,1,1,2,-1.58
1759,Sample_11,90.0,8.0,1,1,2,-2.34
1760,Sample_11,90.0,8.0,1,1,2,-1.46
1761,Sample_11,90.0,8.0,1,1,2,-1.72
1762,Sample_11,90.0,8.0,1,1,2,-2.18
1763,Sample_11,90.0,8.0,1,1,2,-1.64
1764,Sample_11,90.0,8.0,1,1,2,-1.42
1766,Sample_11,90.0,8.0,1,1,2,-1.86
1767,Sample_11,90.0,8.0,1,1,2,-2.48
1768,Sample_11,90.0,8.0,1,1,2,-2.18
1769,Sample_11,90.0,8.0,1,1,2,-0.6
1770,Sample_11,90.0,8.0,1,1,2,-0.8
1771,Sample_11,90.0,8.0,1,1,2,-1.4
1772,Sample_11,90.0,8.0,1,1,2,-2.16
1773,Sample_11,90.0,8.0,1,1,2,-1.76
1774,Sample_11,90.0,8.0,1,1,2,-1.12
1775,Sample_11,90.0,8.0,1,1,2,-0.58
1776,Sample_11,90.0,8.0,1,1,2,-1.58
1777,Sample_11,90.0,8.0,1,1,2,-2.04
1778,Sample_11,90.0,8.0,1,1,2,-2.76
1779,Sample_11,90.0,8.0,1,1,2,-1.82
1780,Sample_11,90.0,8.0,1,1,2,-1.42
1781,Sample_11,90.0,8.0,1,1,2,-2.58
1782,Sample_11,90.0,8.0,1,1,2,-1.58
1783,Sample_11,90.0,8.0,1,1,2,-1.62
1784,Sample_11,90.0,8.0,1,1,2,-1.6
1785,Sample_11,90.0,8.0,1,1,2,-1.74
1786,Sample_11,90.0,8.0,1,1,2,-1.68
1787,Sample_11,90.0,8.0,1,1,2,-1.76
1788,Sample_11,90.0,8.0,1,1,2,-1.26
1789,Sample_11,90.0,8.0,1,1,2,-1.98
1790,Sample_11,90.0,8.0,1,1,2,-2.44
1791,Sample_11,90.0,8.0,1,1,2,-1.54
1792,Sample_11,90.0,8.0,1,1,2,-1.46
1793,Sample_11,90.0,8.0,1,1,2,-1.46
1794,Sample_11,90.0,8.0,1,1,2,-1.62
1795,Sample_11,90.0,8.0,1,1,2,-1.22
1796,Sample_11,90.0,8.0,1,1,2,-1.84
1797,Sample_11,90.0,8.0,1,1,2,-1.98
1798,Sample_11,90.0,8.0,1,1,2,-2.06
1799,Sample_11,90.0,8.0,1,1,2,-1.58
1800,Sample_11,90.0,8.0,1,1,2,-2.48
1801,Sample_11,90.0,8.0,1,1,2,-1.9
1802,Sample_11,90.0,8.0,1,1,2,-1.82
1803,Sample_11,90.0,8.0,1,1,2,-2.04
1804,Sample_11,90.0,8.0,1,1,2,-1.88
1805,Sample_11,90.0,8.0,1,1,2,-3.24
1806,Sample_11,90.0,8.0,1,1,2,-1.58
1807,Sample_11,90.0,8.0,1,1,2,-1.4
1808,Sample_11,90.0,8.0,1,1,2,-3.32
1809,Sample_11,90.0,8.0,1,1,2,-1.32
1810,Sample_11,90.0,8.0,1,1,2,-2.04
1811,Sample_11,90.0,8.0,1,1,2,-1.62
1812,Sample_11,90.0,8.0,1,1,2,-1.44
1813,Sample_11,90.0,8.0,1,1,2,-1.52
1814,Sample_11,90.0,8.0,1,1,2,-2.14
1815,Sample_11,90.0,8.0,1,1,2,-1.9
1816,Sample_11,90.0,8.0,1,1,2,-1.64
1817,Sample_11,90.0,8.0,1,1,2,-1.16
1818,Sample_11,90.0,8.0,1,1,2,-1.6
1819,Sample_11,90.0,8.0,1,1,2,-1.84
1820,Sample_11,90.0,8.0,1,1,2,-1.82
1821,Sample_11,90.0,8.0,1,1,2,-1.38
1822,Sample_11,90.0,8.0,1,1,2,-2.14
1823,Sample_11,90.0,8.0,1,1,2,-1.96
1824,Sample_11,90.0,8.0,1,1,2,-1.74
1825,Sample_11,90.0,8.0,1,1,2,-1.4
1826,Sample_11,90.0,8.0,1,1,2,-1.78
1827,Sample_11,90.0,8.0,1,1,2,-1.78
1828,Sample_11,90.0,8.0,1,1,2,-1.34
1829,Sample_11,90.0,8.0,1,1,2,-1.52
1830,Sample_11,90.0,8.0,1,1,2,-1.06
1832,Sample_11,90.0,8.0,1,1,2,-1.84
1833,Sample_11,90.0,8.0,1,1,2,-1.64
1834,Sample_11,90.0,8.0,1,1,2,-1.86
1835,Sample_11,90.0,8.0,1,1,2,-1.8
1836,Sample_11,90.0,8.0,1,1,2,-2.02
1837,Sample_11,90.0,8.0,1,1,2,-1.2
1838,Sample_11,90.0,8.0,1,1,2,-1.58
1839,Sample_11,90.0,8.0,1,1,2,-2.34
1840,Sample_11,90.0,8.0,1,1,2,-1.3
1841,Sample_11,90.0,8.0,1,1,2,-1.72
1842,Sample_11,90.0,8.0,1,1,2,-2.18
1843,Sample_11,90.0,8.0,1,1,2,-1.64
1844,Sample_11,90.0,8.0,1,1,2,-1.42
1845,Sample_11,90.0,8.0,1,1,2,-1.2
1846,Sample_11,90.0,8.0,1,1,2,-1.86
1847,Sample_11,90.0,8.0,1,1,2,-2.48
1848,Sample_11,90.0,8.0,1,1,2,-2.18
1849,Sample_11,90.0,8.0,1,1,2,-1.6
1850,Sample_11,90.0,8.0,1,1,2,-1.18
